회차,순번,당첨등수,당첨유형,당첨유형코드,판매점명,판매점ID,전화번호,운영코드,시도,시군구,상세주소,전체주소,위도,경도,로또645판매,연금복권판매,스피또1000판매,스피또2000판매,신규연금복권판매
975,35,2,,N,꿈과희망의복권방,14100830,032-611-7382,1,경기,부천시,,경기 부천시  원미로 130,37.49415,126.79145,Y,N,Y,Y,Y
975,36,2,,N,디딤슈퍼,14100414,032-675-6098,1,경기,부천시,,경기 부천시  도약로 279,37.510634,126.78057,Y,Y,Y,Y,Y
975,37,2,,N,대박찬스,14100033,031-574-8330,1,경기,남양주시,,경기 남양주시  진접읍 광릉내로 81 14,37.744907,127.20364,Y,Y,Y,Y,Y
975,39,2,,N,프로피스,14100712,031-552-7776,1,경기,구리시,,경기 구리시  이문안로 11,37.592045,127.13253,Y,Y,Y,Y,Y
975,40,2,,N,초월대박복권방,14190050,031-767-2254,1,경기,광주시,,경기 광주시  경충대로 1252,37.386704,127.28823,Y,Y,Y,Y,Y
975,41,2,,N,고흥상회,14140547,,3,경기,고양시 일산동구,,경기 고양시 일산동구  성현로 389,37.701579,126.826769,N,N,Y,Y,Y
975,42,2,,N,벽제매표소,14100563,031-962-8692,1,경기,고양시 덕양구,,경기 고양시 덕양구  통일로 772 통일로약국앞,37.687946,126.86479,Y,N,Y,Y,Y
975,43,2,,N,버스표판매소,14100536,031-973-9558,1,경기,고양시 덕양구,,경기 고양시 덕양구  중앙로557번길 7-23 비금빌딩앞,37.622471,126.83607,Y,N,Y,Y,Y
975,44,2,,N,해오름 복권점,14240052,,1,강원,속초시,,강원 속초시  해오름로 57 1층,38.180298,128.60836,Y,N,Y,Y,Y
975,46,2,,N,복권판매점,14340085,,1,충북,증평군,,충북 증평군  초중로 74 편의점,36.779968,127.571409,Y,N,Y,Y,Y
975,47,2,,N,위앤조이,14490031,041-583-3440,1,충남,천안시 서북구,,충남 천안시 서북구  천안대로 1391,36.864895,127.14962,Y,N,Y,Y,Y
975,48,2,,N,콘테인복권판매점,14440096,,1,충남,천안시 동남구,,충남 천안시 동남구  청수11로 13-11 건물 뒤편 콘테인커피숍 내,36.783343,127.15368,Y,N,Y,Y,Y
975,49,2,,N,필로또복권,14410024,041-681-6664,1,충남,서산시,,충남 서산시  호수공원6로 64 1층,36.77264,126.450547,Y,N,Y,Y,Y
975,50,2,,N,동대로또복권방,14440018,,1,충남,보령시,,충남 보령시  동현로 26,36.350702,126.61022,Y,N,Y,Y,Y
975,51,2,,N,금암복권방,14510077,063-278-2031,1,전북,전주시 덕진구,,전북 전주시 덕진구  조경단로 39,35.837905,127.13757,Y,N,Y,Y,Y
975,52,2,,N,행운복권방 보생당건강원,14510011,063-831-6040,1,전북,익산시,,전북 익산시  무왕로 1268,35.960347,126.99724,Y,N,Y,Y,Y
975,53,2,,N,운수대통복권방,14500053,063-833-0533,1,전북,익산시,,전북 익산시  무왕로23길 3,35.959717,126.98842,Y,N,Y,Y,Y
975,55,2,,N,피씨마트,14520002,,3,전북,군산시,,전북 군산시  경기장로 20,35.964723,126.75004,Y,N,N,N,N
975,56,2,,N,대박복권방,14600091,061-277-5423,1,전남,목포시,,전남 목포시  원산로 64 대박복권방,34.805159,126.37596,Y,Y,Y,Y,Y
975,57,2,,N,로또방양덕점,14710167,054-231-3356,1,경북,포항시 북구,,경북 포항시 북구  양덕로50번길 14 이마트24포항양덕점,36.082909,129.40349,Y,N,Y,Y,Y
975,58,2,,N,행운복권방(야사점),14710160,054-337-3609,1,경북,영천시,,경북 영천시  호국로 55-3,35.973491,128.94384,Y,N,Y,Y,Y
975,59,2,,N,역전로또,14740028,054-746-8290,3,경북,경주시,,경북 경주시  원화로 260 1층 짐케어내,35.843645,129.217545,Y,N,N,N,N
975,60,2,,N,복권나라,14790006,053-813-9695,1,경북,경산시,,경북 경산시  경안로 79,35.814596,128.73864,Y,N,Y,Y,Y
975,61,2,,N,세븐일레븐창원사림중앙점,14820032,055-275-8850,1,경남,창원시 의창구,,경남 창원시 의창구  창이대로413번길 32 세븐일레븐,35.244469,128.68397,Y,N,Y,Y,Y
975,62,2,,N,로또찜,14800111,,1,경남,창원시 마산합포구,,경남 창원시 마산합포구  현동로 56 108호 1층 가고파빌딩,35.248739,128.51751,Y,N,N,N,N
975,63,2,,N,꿈을주는집,14840170,,1,경남,양산시,,경남 양산시  황산로 697 상가동 102호 복권판매점,35.332233,129.00861,Y,N,Y,Y,Y
975,64,2,,N,삼방동토토플러스복권방,14890045,055-335-3981,1,경남,김해시,,경남 김해시  삼안로 239,35.249377,128.9103,Y,N,Y,Y,Y
975,65,2,,N,삼방동토토플러스복권방,14890045,055-335-3981,1,경남,김해시,,경남 김해시  삼안로 239,35.249377,128.9103,Y,N,Y,Y,Y
975,68,2,,N,삼영복권,14800008,055-337-9226,1,경남,김해시,,경남 김해시  분성로194번길 1 복권판매점,35.228129,128.871947,Y,Y,Y,Y,Y
975,69,2,,N,로또,14810111,055-674-3774,1,경남,고성군,,경남 고성군  고성읍 동외로167번길 11,34.976076,128.32543,Y,N,Y,Y,Y
976,4,1,수동,M,제이복권방,11190121,02-764-3232,1,서울,종로구,,서울 종로구  종로 225-1 평창빌딩 1층 103호,37.571252,127.00283,Y,Y,Y,Y,Y
976,18,1,자동,Q,청솔서점,12600274,051-202-6338,1,부산,사하구,,부산 사하구  하신번영로 195,35.098818,128.95895,Y,N,Y,Y,Y
976,23,1,자동,Q,천하명당복권,12700110,053-953-0212,1,대구,북구,,대구 북구  동북로 152,35.899827,128.60929,Y,N,Y,Y,Y
976,30,1,자동,Q,차밍플라워 로또,12910027,062-956-3366,1,광주,광산구,,광주 광산구  풍영로 41 동구빌딩1층,35.175626,126.81157,Y,N,Y,Y,Y
976,53,1,자동,Q,바로전산,14100646,02-2685-4525,1,경기,광명시,,경기 광명시  오리로 998-1 101호,37.480211,126.85236,Y,N,Y,Y,Y
976,56,1,수동,M,왕대박복권,14290035,033-638-0292,1,강원,속초시,,강원 속초시  번영로 142 1층 102호,38.211356,128.58936,Y,N,Y,Y,Y
976,75,1,수동,M,애월한담일등로또복권판매점,14940058,064-799-0645,3,제주,제주시,,제주 제주시  애월로 66,33.46361,126.31453,N,Y,Y,Y,Y
976,1,2,,N,승보슈퍼,11100305,02-2252-5611,1,서울,중구,,서울 중구  마장로9길 49-19,37.570168,127.01839,Y,N,Y,Y,Y
976,2,2,,N,로또복권방,11100296,070-8285-9143,1,서울,중구,,서울 중구  마른내로 21,37.56495,126.99028,Y,N,Y,Y,Y
976,3,2,,N,로또,11110538,02-2233-3885,3,서울,중구,,서울 중구  퇴계로86길 42,37.56378,127.019404,N,N,Y,Y,Y
976,5,2,,N,복권백화점,11190142,02-383-7999,1,서울,은평구,,서울 은평구  연서로29길 7-2 1층,37.618676,126.91917,Y,N,Y,Y,Y
976,6,2,,N,치즈마트,11101251,02-431-7153,1,서울,송파구,,서울 송파구  양재대로 932 가락동농수산물도매시장 가락몰 2관 1층 2-1호,37.493474,127.11148,Y,N,Y,Y,Y
976,7,2,,N,교통카드판매대,11190017,,1,서울,송파구,,서울 송파구  송파대로28길 27 송파성원쌍떼빌 공영주차장앞가판,37.494708,127.12055,Y,N,N,N,N
976,8,2,,N,대박복권,11140099,,1,서울,성북구,,서울 성북구  장월로 103 1층,37.61007,127.05603,Y,Y,Y,Y,Y
976,9,2,,N,그랜드마트앞가판점,11101668,02-334-3393,1,서울,마포구,,서울 마포구  신촌로 94,37.554991,126.93599,Y,N,Y,Y,Y
976,10,2,,N,스파,11100773,02-951-6465,1,서울,노원구,,서울 노원구  동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111,37.661671,127.05789,Y,Y,Y,Y,Y
976,11,2,,N,시흥식품,11100659,02-808-5861,1,서울,금천구,,서울 금천구  시흥대로63길 13 1층,37.454874,126.898824,Y,N,Y,Y,Y
976,12,2,,N,토큰판매소,11101237,02-447-5676,3,서울,광진구,,서울 광진구  구의강변로 42,37.535618,127.092935,N,N,Y,Y,Y
976,13,2,,N,복권나라,11100244,02-889-1355,1,서울,관악구,,서울 관악구  남부순환로 1739-9,37.482804,126.9435,Y,N,Y,Y,Y
976,14,2,,N,일등복권,11140165,,3,서울,강서구,,서울 강서구  초원로 83 101호,37.567688,126.814766,N,Y,Y,Y,N
976,15,2,,N,복드림복권방,11100234,02-428-8828,1,서울,강동구,,서울 강동구  상암로 99,37.547491,127.13398,Y,Y,Y,Y,Y
976,16,2,,N,씨스페이스(영도대평점),22600022,051-412-4490,3,부산,영도구,,부산 영도구  태종로 64-1 대교동 사거리,35.092616,129.038077,N,N,Y,Y,Y
976,17,2,,N,성광복권명당,12600161,051-865-5651,1,부산,연제구,,부산 연제구  과정로 335,35.189996,129.0911,Y,Y,Y,Y,Y
976,19,2,,N,사이버정보통신,12600306,051-852-8910,1,부산,부산진구,,부산 부산진구  동평로 409 백조상가동103-1호,35.173679,129.06996,Y,N,Y,Y,Y
976,20,2,,N,천하명당초량점,12600057,051-465-9497,1,부산,동구,,부산 동구  중앙대로221번길 3,35.11688,129.0401,Y,N,Y,Y,Y
976,21,2,,N,씨스페이스(범어사역점),22600016,051-512-4820,3,부산,금정구,,부산 금정구  중앙대로 2097,35.271648,129.09244,N,N,Y,Y,Y
976,22,2,,N,세진전자통신,12700270,053-566-4466,1,대구,서구,,대구 서구  서대구로 156,35.871898,128.55519,Y,Y,Y,Y,Y
976,24,2,,N,GS로또(남대구IC점),12720002,,1,대구,달서구,,대구 달서구  성서공단로 346 대구물류터미널 상가동 108-110호 1층 GS25편의점,35.836325,128.52068,Y,N,Y,Y,N
976,25,2,,N,풍인식품,12800110,032-426-6702,3,인천,남동구,,인천 남동구  남동대로934번길 13 2호,37.465903,126.708828,N,Y,Y,Y,Y
976,26,2,,N,로또명당,12810101,032-464-2440,1,인천,남동구,,인천 남동구  호구포로 874,37.460384,126.72031,Y,N,Y,Y,Y
976,27,2,,N,새상무복권,12910006,,1,광주,서구,,광주 서구  치평로 30 수암빌딩 1층 102호,35.149953,126.84766,Y,N,Y,Y,Y
976,28,2,,N,샹제르망베어커리,12940055,,3,광주,북구,,광주 북구  북문대로159번길 25 샹제르망베이커리내,35.182335,126.870814,N,N,Y,Y,Y
976,29,2,,N,노다지복권방진월점,12990016,062-674-3613,1,광주,남구,,광주 남구  서문대로 649 백두장식 1층2호,35.117505,126.898235,Y,N,Y,Y,Y
976,31,2,,N,로또명당 황금돼지,13040059,,1,대전,중구,,대전 중구  계백로 1691-10,36.321576,127.40743,Y,N,Y,Y,Y
976,32,2,,N,로또복권,13100084,052-265-6464,1,울산,남구,,울산 남구  꽃대나리로 71,35.533751,129.33789,Y,N,Y,Y,Y
976,33,2,,N,보람복권방,13100065,052-269-3326,1,울산,남구,,울산 남구  화합로 194 18-1,35.541854,129.34156,Y,N,Y,Y,Y
976,34,2,,N,황제복권,13140036,,1,울산,남구,,울산 남구  수암로 42,35.531088,129.31267,Y,N,Y,Y,Y
976,35,2,,N,나눔로또,14140258,,1,경기,화성시,,경기 화성시  상신하길로274번길 21 서봉마을사랑으로부영7단지아파트 상가1동 104105106호,37.112518,126.91071,Y,N,N,N,N
976,36,2,,N,대박복권방,14110141,031-953-8926,1,경기,파주시,,경기 파주시  문산읍 문향로 39,37.855363,126.78557,Y,Y,Y,Y,Y
976,37,2,,N,복권백화점,14100195,031-943-7477,1,경기,파주시,,경기 파주시  평화로 70,37.763647,126.76994,Y,N,Y,Y,Y
976,38,2,,N,행운복권방,14110305,031-851-1764,1,경기,의정부시,,경기 의정부시  충의로 55,37.736763,127.0872,Y,N,Y,Y,Y
976,39,2,,N,일등복권방,14110290,,3,경기,의정부시,,경기 의정부시  용민로 9,37.734591,127.08003,N,Y,Y,Y,Y
976,40,2,,N,씨유 용인포곡둔전점,14140181,031-339-0747,1,경기,용인시 처인구,,경기 용인시 처인구  포곡로118번길 26-1 유성시티빌 103호,37.268521,127.22076,Y,N,Y,Y,Y
976,41,2,,N,대박나라,14140172,031-333-3310,1,경기,용인시 처인구,,경기 용인시 처인구  포곡로234번길 2-14,37.276231,127.22779,Y,Y,Y,Y,Y
976,42,2,,N,로또휴게실,14110105,031-286-3442,1,경기,용인시 기흥구,,경기 용인시 기흥구  용구대로 1885,37.256442,127.10428,Y,N,Y,Y,Y
976,43,2,,N,부현제일명당,14110078,031-499-7037,1,경기,시흥시,,경기 시흥시  정왕시장길 26-1 102호,37.34358,126.74691,Y,N,Y,Y,Y
976,44,2,,N,노다지복권방,14100020,031-744-4010,1,경기,성남시 수정구,,경기 성남시 수정구  위례광장로 34 위례역푸르지오5단지 근린생활시설 제3동 1층 제5비 119호,37.41016,127.129763,Y,N,Y,Y,Y
976,45,2,,N,대왕판교로점,14140727,,3,경기,성남시 수정구,,경기 성남시 수정구  대왕판교로 812 B104 B105,37.440671,127.143841,N,Y,Y,Y,Y
976,46,2,,N,탑드림,14190085,,1,경기,성남시 분당구,,경기 성남시 분당구  새마을로1번길 2 1층 커피숍앞쪽가게,37.349638,127.10956,Y,N,Y,Y,Y
976,47,2,,N,로또도곡점,14130106,031-521-8528,1,경기,남양주시,,경기 남양주시  덕소로 277 대광슈퍼 1층 복권판매점,37.577296,127.22612,Y,N,Y,Y,Y
976,48,2,,N,세희사랑방,14110213,,1,경기,남양주시,,경기 남양주시  경춘로1350번길 35 리치플러스빌딩 110,37.65034,127.24329,Y,N,Y,Y,Y
976,49,2,,N,로또암반수베팅샵,14110193,031-577-3983,1,경기,남양주시,,경기 남양주시  와부읍 수레로 32,37.587231,127.2157,Y,N,Y,Y,Y
976,50,2,,N,100억로또점,14120018,031-988-2368,1,경기,김포시,,경기 김포시  양촌읍 김포대로 1610 나동 6호,37.663154,126.65892,Y,N,Y,Y,Y
976,51,2,,N,환영로또복권,14140632,,1,경기,군포시,,경기 군포시  금산로72번길 9 1층(산본동),37.368627,126.93848,Y,N,N,N,N
976,52,2,,N,GS25(하안연서점),24100280,02-806-7696,3,경기,광명시,,경기 광명시  안현로 52 중앙상가,37.465559,126.877492,N,N,N,N,N
976,54,2,,N,로또세계주류,14100645,02-2060-5900,1,경기,광명시,,경기 광명시  오리로 899-1,37.478234,126.85725,Y,N,Y,Y,Y
976,55,2,,N,원흥나눔로또,14140558,,3,경기,고양시 덕양구,,경기 고양시 덕양구  도래울3로 4 몽블랑타워 101호,37.630744,126.870117,N,N,Y,Y,Y
976,57,2,,N,행운의시작복권전문점,14290005,033-574-7399,1,강원,삼척시,,강원 삼척시  사대안길 5 8통1반,37.444267,129.16544,Y,N,N,N,N
976,58,2,,N,복덩어리,14310015,043-298-5001,1,충북,청주시 서원구,,충북 청주시 서원구  호국로25번길 1,36.607447,127.4893,Y,Y,Y,Y,Y
976,59,2,,N,로또복권두정점,14410055,041-565-8880,1,충남,천안시 서북구,,충남 천안시 서북구  두정로 251 대원빌딩104호,36.833448,127.145,Y,N,Y,Y,Y
976,60,2,,N,로또명당,14400038,041-522-8877,1,충남,천안시 동남구,,충남 천안시 동남구  목천읍 천안대로 103 5호,36.758801,127.17116,Y,N,Y,Y,Y
976,61,2,,N,장미슈퍼,14410085,041-833-3087,1,충남,부여군,,충남 부여군  부여읍 계백로 265 부여군청 로터리 부근,36.276375,126.90941,Y,Y,Y,Y,Y
976,62,2,,N,스타복권방,14440041,,1,충남,논산시,,충남 논산시  안심로 72,36.12749,127.09929,Y,N,Y,Y,Y
976,63,2,,N,CU(화순중앙점),24600001,061-374-8242,3,전남,화순군,,전남 화순군  화순읍 중앙로 92,35.060253,126.991464,N,Y,Y,Y,Y
976,64,2,,N,황금열쇠금고,14600085,061-243-9988,1,전남,목포시,,전남 목포시  영산로 135,34.79457,126.38681,Y,N,N,N,N
976,65,2,,N,에버빌마트,14710088,,1,경북,안동시,,경북 안동시  강남5길 92,36.550444,128.73057,Y,N,Y,Y,Y
976,66,2,,N,부엉이로또명당,14740083,054-474-5225,1,경북,구미시,,경북 구미시  인동36길 15 구평메디칼센터 104호,36.093171,128.43249,Y,Y,Y,Y,Y
976,67,2,,N,행운마트,14810148,055-587-4545,1,경남,함안군,,경남 함안군  칠원읍 오곡로 92,35.277007,128.52149,Y,N,Y,Y,Y
976,68,2,,N,행복복권방,14890036,055-296-6112,3,경남,창원시 의창구,,경남 창원시 의창구  팔용로 399,35.252863,128.61056,N,N,Y,N,Y
976,69,2,,N,블루25복권명당대원점,14890037,055-276-9278,1,경남,창원시 성산구,,경남 창원시 성산구  두대로 57,35.23182,128.65057,Y,N,Y,Y,Y
976,70,2,,N,새롬(GS25마산새롬점),14800028,055-223-5435,1,경남,창원시 마산합포구,,경남 창원시 마산합포구  수산1길 181 새롬미리내아파트 새롬미리내상가113호,35.202969,128.58013,Y,N,Y,Y,Y
976,71,2,,N,천하명당,14800155,,1,경남,양산시,,경남 양산시  연호로 46 복권판매점,35.415706,129.17524,Y,N,Y,Y,Y
976,72,2,,N,제일복권,14800151,,1,경남,양산시,,경남 양산시  양산역2길 7 대상골드타워 103호 복권판매점,35.335574,129.02795,Y,N,Y,Y,Y
976,73,2,,N,복슈퍼,14890043,055-327-2828,1,경남,김해시,,경남 김해시  가야로 19 분성마을5단지푸르지오아파트 푸르지오상가 111호 복권판매점,35.27011,128.86241,Y,N,Y,Y,Y
976,74,2,,N,천하명당복권방,14800027,055-687-7706,1,경남,거제시,,경남 거제시  옥포성안로 60,34.891701,128.69484,Y,N,Y,Y,Y
976,76,2,,N,마법사복권방,14910008,064-733-3678,3,제주,서귀포시,,제주 서귀포시  동홍중앙로52번길 13 하이PC방,33.25548,126.573641,Y,N,N,N,N
977,12,1,자동,Q,천하명당복권방독산점,11100247,02-863-8121,1,서울,금천구,,서울 금천구  독산로85길 16,37.472532,126.90223,Y,Y,Y,Y,Y
977,16,1,수동,M,동명로또,12610153,051-314-7943,1,부산,사상구,,부산 사상구  사상로 90 국제금고 사무용가구,35.155254,128.99194,Y,N,Y,Y,Y
977,18,1,수동,M,행운복권방,12600081,,1,부산,부산진구,,부산 부산진구  동평로 115,35.166267,129.04196,Y,N,Y,Y,Y
977,20,1,수동,M,서원탑훼미리,12600176,051-465-5857,1,부산,동구,,부산 동구  수정공원로 55 4동 1층 101호,35.131723,129.03888,Y,N,Y,Y,Y
977,26,1,자동,Q,일등복권편의점,12710129,053-522-6808,1,대구,달서구,,대구 달서구  대명천로 220 1층,35.842204,128.53619,Y,Y,Y,Y,Y
977,27,1,자동,Q,경준유통,12800233,032-773-6974,1,인천,중구,,인천 중구  큰우물로 11-1 1층,37.494153,126.49905,Y,N,Y,Y,Y
977,44,1,자동,Q,동명로또,14130192,,1,경기,화성시,,경기 화성시  동탄기흥로257번나길 8-1 103호,37.182602,127.08964,Y,Y,Y,Y,Y
977,52,1,자동,Q,붐,14140194,031-943-2432,1,경기,파주시,,경기 파주시  동패로63번길 48-15 101호,37.710748,126.73803,Y,N,Y,Y,Y
977,56,1,수동,M,홈플러스선부점로또판매,14110422,031-480-7757,1,경기,안산시 단원구,,경기 안산시 단원구  삼일로 316 홈플러스,37.333821,126.8121,Y,Y,Y,Y,Y
977,65,1,수동,M,행운드림복권,14140640,,1,경기,김포시,,경기 김포시  초당로16번길 77 이지빌 1층 106호,37.639797,126.67514,Y,Y,Y,Y,Y
977,66,1,수동,M,행운드림복권,14140640,,1,경기,김포시,,경기 김포시  초당로16번길 77 이지빌 1층 106호,37.639797,126.67514,Y,Y,Y,Y,Y
977,71,1,자동,Q,영신슈퍼,14300051,043-283-7494,1,충북,청주시 서원구,,충북 청주시 서원구  청남로 2119-1,36.621256,127.48744,Y,Y,Y,Y,Y
977,76,1,자동,Q,성정로또판매점,14440007,,1,충남,천안시 서북구,,충남 천안시 서북구  동서대로 138 한미타올 페인트가게 옆 점포,36.825447,127.13826,Y,Y,Y,Y,Y
977,87,1,자동,Q,세븐일레븐영주가흥로또점,14720028,054-633-2954,1,경북,영주시,,경북 영주시  대학로 144,36.809631,128.60964,Y,N,Y,Y,Y
977,1,2,,N,신간판,11100928,,1,서울,중구,,서울 중구  무교로 24,37.5681,126.97947,Y,N,N,N,N
977,2,2,,N,돈다발복권방,11190123,02-2237-7789,3,서울,종로구,,서울 종로구  종로 352,37.57309,127.016661,Y,N,N,N,N
977,3,2,,N,돈다발복권방,11190123,02-2237-7789,3,서울,종로구,,서울 종로구  종로 352,37.57309,127.016661,Y,N,N,N,N
977,4,2,,N,돈다발복권방,11190123,02-2237-7789,3,서울,종로구,,서울 종로구  종로 352,37.57309,127.016661,Y,N,N,N,N
977,5,2,,N,도로가판집,11101054,02-796-0326,3,서울,용산구,,서울 용산구  한강대로 55,37.525901,126.964396,Y,N,N,N,N
977,6,2,,N,신정복권,11100485,02-2652-8872,1,서울,양천구,,서울 양천구  신목로 70-1 신통빌딩 1층,37.52113,126.87373,Y,N,Y,Y,Y
977,7,2,,N,CU(정릉센터점),21100266,02-941-6690,3,서울,성북구,,서울 성북구  정릉로38마길 29 우성쇼핑상가 101~104호 CU정릉센터점 내,37.601008,127.015793,N,N,Y,Y,Y
977,8,2,,N,로또방,11100747,02-2291-3535,3,서울,성동구,,서울 성동구  왕십리로 363-1 CU 내,37.564024,127.029438,Y,N,N,N,N
977,9,2,,N,인터넷 복권판매사이트,51100000,02-1588-6450,1,서울,서초구,,동행복권(dhlottery.co.kr),37.482063,127.015788,Y,N,N,N,N
977,10,2,,N,오케이상사,11100988,02-6282-2312,3,서울,서초구,,서울 서초구  신반포로 176 센트럴시티내100호매점,37.504354,127.003597,N,Y,Y,Y,Y
977,11,2,,N,인터넷 복권판매사이트,51100000,02-1588-6450,1,서울,서초구,,동행복권(dhlottery.co.kr),37.482063,127.015788,Y,N,N,N,N
977,13,2,,N,다모아복권방,11100023,02-2684-3371,1,서울,구로구,,서울 구로구  서해안로30길 13-7 1층,37.493301,126.844317,Y,N,Y,Y,Y
977,14,2,,N,가로판매대,11101169,02-486-0580,1,서울,강동구,,서울 강동구  천호대로 1005 현대백화점 천호역 3번 출구 앞,37.539291,127.12386,Y,Y,Y,Y,Y
977,15,2,,N,대박유통,12610224,,1,부산,중구,,부산 중구  구덕로 80 1층,35.097755,129.02711,Y,N,Y,Y,Y
977,17,2,,N,빅세일복권방,12610132,051-819-2221,1,부산,부산진구,,부산 부산진구  서면문화로 6,35.158289,129.05807,Y,Y,Y,Y,Y
977,19,2,,N,왕대박,12600077,051-503-1524,1,부산,동래구,,부산 동래구  여고로113번길 59-4,35.201071,129.07409,Y,Y,Y,Y,Y
977,21,2,,N,부일카서비스,12600054,051-637-7747,1,부산,동구,,부산 동구  자성로133번길 35,35.140055,129.06305,Y,N,Y,Y,Y
977,22,2,,N,GS25(부경대점),22600103,051-622-7445,3,부산,남구,,부산 남구  용소로 46,35.133384,129.100802,N,N,Y,Y,N
977,23,2,,N,행운복권,12710106,,1,대구,북구,,대구 북구  노원로 33,35.892288,128.56632,Y,N,Y,Y,Y
977,24,2,,N,1등다수복권마트,12790038,053-283-3033,1,대구,북구,,대구 북구  노원로 128,35.892204,128.56796,Y,N,Y,Y,Y
977,25,2,,N,CU(신당조광점),22700063,053-588-3344,3,대구,달서구,,대구 달서구  선원로 67,35.859266,128.499635,N,Y,Y,Y,N
977,28,2,,N,인현동지하가판,12800202,032-772-0669,1,인천,중구,,인천 중구  참외전로 117-15 동인천게임랜드짱분식 가판,37.474608,126.63176,Y,Y,Y,Y,Y
977,29,2,,N,운수대통복권방,12800251,,1,인천,서구,,인천 서구  가정로 277,37.509536,126.672241,Y,Y,Y,Y,Y
977,30,2,,N,복권마트,12800016,032-472-8439,1,인천,남동구,,인천 남동구  용천로 122-1,37.461976,126.71878,Y,Y,Y,Y,Y
977,31,2,,N,행운로또방,12910009,062-652-0645,1,광주,서구,,광주 서구  풍암순환로 183 우미아파트상가117동101호,35.126871,126.88219,Y,N,Y,Y,Y
977,32,2,,N,우미슈퍼,12900084,062-681-0435,1,광주,서구,,광주 서구  풍암순환로 183 우미아파트상가118동-101호,35.126871,126.88219,Y,N,Y,Y,Y
977,33,2,,N,우리동네마트(무한유통),12900077,,1,광주,광산구,,광주 광산구  장신로 68 101호,35.190502,126.81766,Y,Y,Y,Y,Y
977,34,2,,N,장고분로또(토토편의방),12900149,062-972-0645,1,광주,광산구,,광주 광산구  월계로 144 1층,35.213334,126.84117,Y,Y,Y,Y,Y
977,35,2,,N,알리바이,12900150,062-961-7142,1,광주,광산구,,광주 광산구  수등로 253 1층 알리바이,35.185381,126.83665,Y,N,Y,Y,Y
977,36,2,,N,금맥을캐다,13000143,042-585-7066,1,대전,중구,,대전 중구  대둔산로 472-1,36.311213,127.38883,Y,N,Y,Y,Y
977,37,2,,N,천하제일복권명당유성점,13090022,042-822-3536,1,대전,유성구,,대전 유성구  유성대로654번길 111,36.350953,127.33513,Y,N,Y,Y,Y
977,38,2,,N,GS25(전민푸른점),23020004,042-867-1575,3,대전,유성구,,대전 유성구  전민로 71 삼성푸른아파트,36.399004,127.398795,Y,N,N,N,N
977,39,2,,N,복권명당,13000174,042-472-0107,1,대전,서구,,대전 서구  만년남로3번길 164,36.366496,127.37304,Y,N,Y,Y,Y
977,40,2,,N,복권로또판매점,13040003,042-626-8414,1,대전,동구,,대전 동구  동대전로 223-1,36.341559,127.44841,Y,N,N,N,N
977,41,2,,N,상호없음,13040017,,1,대전,대덕구,,대전 대덕구  신탄진동로35번길 26 1층 세븐일레븐,36.449279,127.433187,Y,N,N,N,N
977,42,2,,N,행운복권방,13110022,052-247-8011,1,울산,중구,,울산 중구  장춘로 66 1층,35.556173,129.34573,Y,N,Y,Y,Y
977,43,2,,N,오렌지24시마트,13190011,052-289-6369,1,울산,북구,,울산 북구  명촌20길 10 1층복권판매점,35.558081,129.35806,Y,Y,Y,Y,Y
977,45,2,,N,로또 베네스트,14130202,031-8015-0645,3,경기,화성시,,경기 화성시  여울로 189-16,37.215828,127.056153,N,Y,Y,Y,Y
977,46,2,,N,송산로또천하,14130198,,1,경기,화성시,,경기 화성시  송산포도로 82 제A동 5호,37.213675,126.74026,Y,N,Y,Y,Y
977,47,2,,N,파란만장복권방,14110332,031-224-1696,3,경기,화성시,,경기 화성시  효행로 1016 101호,37.21241,127.038823,Y,N,N,N,N
977,48,2,,N,대진로또,14140980,,3,경기,평택시,,경기 평택시  서동대로 1272,36.986985,126.894158,N,N,Y,Y,Y
977,49,2,,N,승리복권방,14110144,031-959-0243,1,경기,파주시,,경기 파주시  적성면 청송로 1029,37.954976,126.91908,Y,Y,Y,Y,Y
977,50,2,,N,황금복권,14140959,070-4064-4057,1,경기,파주시,,경기 파주시  미래로 371 105호,37.726865,126.725315,Y,Y,Y,Y,Y
977,51,2,,N,천하명당,14120115,,1,경기,파주시,,경기 파주시  방촌로 1719-68 좋은빌딩2 107호,37.866948,126.78363,Y,Y,Y,Y,Y
977,53,2,,N,황금복권마트,14110126,031-632-3949,1,경기,이천시,,경기 이천시  증신로325번길 5 1층,37.299417,127.43798,Y,Y,Y,Y,Y
977,54,2,,N,복권세계,14100216,031-848-3390,1,경기,의정부시,,경기 의정부시  호국로 1330 1층,37.74382,127.05192,Y,N,Y,Y,Y
977,55,2,,N,빵!터진!로또복권판매점,14120060,031-437-9371,1,경기,안산시 상록구,,경기 안산시 상록구  본오로 133 우성아파트 상가동 우성아파트상가 114호,37.297236,126.8663,Y,Y,Y,Y,Y
977,57,2,,N,아름다운슈퍼,14100288,031-491-5987,1,경기,시흥시,,경기 시흥시  도일로 123,37.342291,126.784785,Y,N,Y,Y,Y
977,58,2,,N,까치복권방,14190103,031-432-7556,1,경기,시흥시,,경기 시흥시  중심상가로 326 1층102,37.336692,126.74824,Y,N,Y,Y,Y
